ObjectID,Pair,i,j,Distance_Meters_dij,dij,popi,popj,pij20,pij60,pij140,Mij_10%_20mi,Mij_10%_60mi,Mij_10%_140mi,Mij_30%_20mi,Mij_30%_60mi,Mij_30%_140mi,Mij_50%_20mi,Mij_50%_60mi,Mij_50%_140mi,Real_mij,Mij_R
14913,89 - 62,89,62,35420.65,22.01,6358,1685,0,0.000645151,0.000605159,0,0,0,0,1,1,0,2,2,0,0
14914,89 - 153,89,153,35984.95,22.36,6358,59540,0,0.022439132,0.021048166,0,14,13,0,43,40,0,71,67,0,0
14915,89 - 48,89,48,36101.37,22.43,6358,2256,0,0.000847488,0.000794953,0,1,1,0,2,2,0,3,3,0,0
14916,89 - 109,89,109,36683.01,22.79,6358,6674,0,0.002467399,0.002314448,0,2,1,0,5,4,0,8,7,0,0
14917,89 - 75,89,75,36708.69,22.81,6358,21301,0,0.007869537,0.007381717,0,5,5,0,15,14,0,25,23,0,0
14918,89 - 100,89,100,37712.78,23.43,6358,28760,0,0.01034233,0.009701226,0,7,6,0,20,19,0,33,31,0,0
14919,89 - 81,89,81,37869.16,23.53,6358,11375,0,0.004073651,0.003821132,0,3,2,0,8,7,0,13,12,0,0
14920,89 - 41,89,41,39238.44,24.38,6358,2889,0,0.000998513,0.000936617,0,1,1,0,2,2,0,3,3,0,0
14921,89 - 92,89,92,39617.99,24.62,6358,17623,0,0.006032614,0.005658662,0,4,4,0,12,11,0,19,18,0,0
14922,89 - 50,89,50,40801.38,25.35,6358,1853,0,0.000615912,0.000577733,0,0,0,0,1,1,0,2,2,0,0
14923,89 - 83,89,83,40990.89,25.47,6358,25506,0,0.008438653,0.007915554,0,5,5,0,16,15,0,27,25,0,0
14924,89 - 111,89,111,41153.50,25.57,6358,6370,0,0.002099185,0.00196906,0,1,1,0,4,4,0,7,6,0,0
14925,89 - 72,89,72,41786.79,25.97,6358,5887,0,0.001910615,0.001792179,0,1,1,0,4,3,0,6,6,0,0
14926,89 - 165,89,165,41893.77,26.03,6358,44535,0,0.014416842,0.013523165,0,9,9,0,27,26,0,46,43,0,0
14927,89 - 32,89,32,42858.94,26.63,6358,4248,0,0.001344192,0.001260867,0,1,1,0,3,2,0,4,4,0,0
14928,89 - 95,89,95,42892.22,26.65,6358,43807,0,0.013851061,0.012992456,0,9,8,0,26,25,0,44,41,0,0
14929,89 - 26,89,26,43121.34,26.79,6358,18645,0,0.005863923,0.005500428,0,4,3,0,11,10,0,19,17,0,0
14930,89 - 101,89,101,43412.73,26.98,6358,12876,0,0.00402237,0.00377303,0,3,2,0,8,7,0,13,12,0,0
14931,89 - 73,89,73,43566.53,27.07,6358,18302,0,0.005697229,0.005344066,0,4,3,0,11,10,0,18,17,0,0
14932,89 - 47,89,47,43602.63,27.09,6358,5100,0,0.001586264,0.001487934,0,1,1,0,3,3,0,5,5,0,0
14933,89 - 67,89,67,43864.19,27.26,6358,10834,0,0.00334963,0.003141992,0,2,2,0,6,6,0,11,10,0,0
14934,89 - 44,89,44,44402.57,27.59,6358,18887,0,0.005768634,0.005411046,0,4,3,0,11,10,0,18,17,0,0
14935,89 - 39,89,39,44789.32,27.83,6358,4638,0,0.001404347,0.001317294,0,1,1,0,3,3,0,4,4,0,0
14936,89 - 114,89,114,44813.73,27.85,6358,10087,0,0.003052594,0.002863368,0,2,2,0,6,5,0,10,9,0,0
14937,89 - 45,89,45,44932.30,27.92,6358,4261,0,0.001286089,0.001206366,0,1,1,0,2,2,0,4,4,0,0
14938,89 - 38,89,38,45100.32,28.02,6358,7366,0,0.002214982,0.002077679,0,1,1,0,4,4,0,7,7,0,0
14939,89 - 82,89,82,45622.29,28.35,6358,44466,0,0.0132181,0.012398731,0,8,8,0,25,24,0,42,39,0,0
14940,89 - 94,89,94,45721.18,28.41,6358,24979,0,0.007409276,0.006949986,0,5,4,0,14,13,0,24,22,0,0
14941,89 - 116,89,116,45962.13,28.56,6358,6914,0,0.002040081,0.001913619,0,1,1,0,4,4,0,6,6,0,0
14942,89 - 103,89,103,47414.72,29.46,6358,12950,0,0.003704032,0.003474425,0,2,2,0,7,7,0,12,11,0,0
14943,89 - 76,89,76,47436.81,29.48,6358,60032,0,0.017162694,0.016098806,0,11,10,0,33,31,0,55,51,0,0
14944,89 - 68,89,68,47627.42,29.59,6358,11884,0,0.003383948,0.003174182,0,2,2,0,6,6,0,11,10,0,0
14945,89 - 35,89,35,47660.91,29.62,6358,26939,0,0.007665442,0.007190273,0,5,5,0,15,14,0,24,23,0,0
14946,89 - 147,89,147,47828.60,29.72,6358,29179,0,0.00827372,0.007760846,0,5,5,0,16,15,0,26,25,0,0
14947,89 - 49,89,49,48139.82,29.91,6358,1790,0,0.000504274,0.000473015,0,0,0,0,1,1,0,2,2,0,0
14948,89 - 31,89,31,48880.82,30.37,6358,14736,0,0.004088455,0.003835018,0,3,2,0,8,7,0,13,12,0,0
14949,89 - 79,89,79,48906.83,30.39,6358,5147,0,0.001427259,0.001338785,0,1,1,0,3,3,0,5,4,0,0
14950,89 - 152,89,152,48989.37,30.44,6358,18106,0,0.00501232,0.004701614,0,3,3,0,10,9,0,16,15,0,0
14951,89 - 158,89,158,49415.04,30.71,6358,14158,0,0.003885625,0.003644761,0,2,2,0,7,7,0,12,12,0,0
14952,89 - 150,89,150,49474.31,30.74,6358,22216,0,0.006089817,0.005712319,0,4,4,0,12,11,0,19,18,0,0
14953,89 - 46,89,46,49596.81,30.82,6358,8280,0,0.002264095,0.002123748,0,1,1,0,4,4,0,7,7,0,0
14954,89 - 28,89,28,50331.38,31.27,6358,11591,0,0.003123202,0.0029296,0,2,2,0,6,6,0,10,9,0,0
14955,89 - 159,89,159,51061.63,31.73,6358,23691,0,0.006292263,0.005902215,0,4,4,0,12,11,0,20,19,0,0
14956,89 - 78,89,78,51729.76,32.14,6358,10270,0,0.002692453,0.002525552,0,2,2,0,5,5,0,9,8,0,0
14957,89 - 29,89,29,51819.67,32.20,6358,38692,0,0.010126156,0.009498452,0,6,6,0,19,18,0,32,30,0,0
14958,89 - 97,89,97,51856.91,32.22,6358,15743,0,0.004117172,0.003861955,0,3,2,0,8,7,0,13,12,0,0
14959,89 - 77,89,77,52664.89,32.72,6358,9665,0,0.002488851,0.002334571,0,2,1,0,5,4,0,8,7,0,0
14960,89 - 53,89,53,52761.06,32.78,6358,4204,0,0.001080606,0.001013621,0,1,1,0,2,2,0,3,3,0,0
14961,89 - 52,89,52,52857.62,32.84,6358,15173,0,0.003892978,0.003651658,0,2,2,0,7,7,0,12,12,0,0
14962,89 - 168,89,168,53592.46,33.30,6358,16649,0,0.004213107,0.003951944,0,3,3,0,8,8,0,13,13,0,0
14963,89 - 85,89,85,53697.06,33.37,6358,11375,0,0.00287289,0.002694804,0,2,2,0,5,5,0,9,9,0,0
14964,89 - 70,89,70,54964.37,34.15,6358,840,0,0.00020726,0.000194413,0,0,0,0,0,0,0,1,1,0,0
14965,89 - 151,89,151,55067.08,34.22,6358,60940,0,0.015008196,0.014077862,0,10,9,0,29,27,0,48,45,0,0
14966,89 - 132,89,132,55096.99,34.24,6358,11645,0,0.002866353,0.002688672,0,2,2,0,5,5,0,9,9,0,0
14967,89 - 162,89,162,55398.52,34.42,6358,9790,0,0.002396639,0.002248075,0,2,1,0,5,4,0,8,7,0,0
14968,89 - 166,89,166,57948.11,36.01,6358,108093,0,0.02529743,0.023729282,0,16,15,0,48,45,0,80,75,0,0
14969,89 - 43,89,43,58300.27,36.23,6358,2535,0,0.000589692,0.000553138,0,0,0,0,1,1,0,2,2,0,0
14970,89 - 128,89,128,58596.36,36.41,6358,6685,0,0.001547209,0.0014513,0,1,1,0,3,3,0,5,5,0,0
14971,89 - 146,89,146,59422.35,36.92,6358,28005,0,0.006391515,0.005995316,0,4,4,0,12,11,0,20,19,0,0
14972,89 - 66,89,66,59544.02,37.00,6358,7862,0,0.001790659,0.001679659,0,1,1,0,3,3,0,6,5,0,0
14973,89 - 136,89,136,59785.78,37.15,6358,7560,0,0.001714913,0.001608608,0,1,1,0,3,3,0,5,5,0,0
14974,89 - 145,89,145,60115.76,37.35,6358,5479,0,0.001236036,0.001159416,0,1,1,0,2,2,0,4,4,0,0
14975,89 - 36,89,36,60187.85,37.40,6358,5243,0,0.001181379,0.001108147,0,1,1,0,2,2,0,4,4,0,0
14976,89 - 149,89,149,61100.23,37.97,6358,28699,0,0.006370038,0.00597517,0,4,4,0,12,11,0,20,19,0,0
14977,89 - 117,89,117,61210.74,38.03,6358,3624,0,0.000802932,0.000753159,0,1,0,0,2,1,0,3,2,0,0
14978,89 - 63,89,63,61699.25,38.34,6358,3780,0,0.000830864,0.00077936,0,1,0,0,2,1,0,3,2,0,0
14979,89 - 157,89,157,61785.29,38.39,6358,130418,0,0.028626653,0.026852132,0,18,17,0,55,51,0,91,85,0,0
14980,89 - 124,89,124,61867.13,38.44,6358,5430,0,0.001190304,0.001116519,0,1,1,0,2,2,0,4,4,0,0
14981,89 - 51,89,51,62038.75,38.55,6358,17287,0,0.003778981,0.003544728,0,2,2,0,7,7,0,12,11,0,0
14982,89 - 156,89,156,62202.35,38.65,6358,31288,0,0.006821645,0.006398782,0,4,4,0,13,12,0,22,20,0,0
14983,89 - 42,89,42,63325.34,39.35,6358,18449,0,0.003951058,0.003706138,0,3,2,0,8,7,0,13,12,0,0
14984,89 - 87,89,87,63977.74,39.75,6358,2120,0,0.000449392,0.000421535,0,0,0,0,1,1,0,1,1,0,0
14985,89 - 144,89,144,63998.70,39.77,6358,6182,0,0.001310014,0.001228808,0,1,1,0,2,2,0,4,4,0,0
14986,89 - 169,89,169,65711.01,40.83,6358,8805,0,0.001817228,0.001704581,0,1,1,0,3,3,0,6,5,0,0
14987,89 - 154,89,154,66221.70,41.15,6358,7731,0,0.001583264,0.00148512,0,1,1,0,3,3,0,5,5,0,0
14988,89 - 54,89,54,66488.29,41.31,6358,9395,0,0.001916327,0.001797537,0,1,1,0,4,3,0,6,6,0,0
14989,89 - 140,89,140,67063.27,41.67,6358,21641,0,0.004376336,0.004105054,0,3,3,0,8,8,0,14,13,0,0
14990,89 - 167,89,167,67650.66,42.04,6358,54879,0,0.01100151,0.010319544,0,7,7,0,21,20,0,35,33,0,0
14991,89 - 141,89,141,69877.29,43.42,6358,10655,0,0.002067928,0.001939741,0,1,1,0,4,4,0,7,6,0,0
14992,89 - 137,89,137,70045.87,43.52,6358,34228,0,0.006627001,0.006216204,0,4,4,0,13,12,0,21,20,0,0
14993,89 - 160,89,160,70582.23,43.86,6358,13949,0,0.002680191,0.002514051,0,2,2,0,5,5,0,9,8,0,0
14994,89 - 64,89,64,71231.68,44.26,6358,9395,0,0.001788717,0.001677838,0,1,1,0,3,3,0,6,5,0,0
14995,89 - 163,89,163,71789.58,44.61,6358,16509,0,0.003118728,0.002925403,0,2,2,0,6,6,0,10,9,1,43
14996,89 - 143,89,143,72025.93,44.75,6358,18721,0,0.003524993,0.003306484,0,2,2,0,7,6,0,11,11,0,0
14997,89 - 148,89,148,72756.11,45.21,6358,12515,0,0.002332811,0.002188203,0,1,1,0,4,4,0,7,7,0,0
14998,89 - 127,89,127,73083.62,45.41,6358,2262,0,0.00041975,0.00039373,0,0,0,0,1,1,0,1,1,0,0
14999,89 - 126,89,126,73291.59,45.54,6358,8127,0,0.001503814,0.001410595,0,1,1,0,3,3,0,5,4,0,0
15000,89 - 161,89,161,73673.00,45.78,6358,13226,0,0.00243466,0.002283739,0,2,1,0,5,4,0,8,7,0,0
15001,89 - 118,89,118,74483.52,46.28,6358,3422,0,0.000623072,0.000584448,0,0,0,0,1,1,0,2,2,0,0
15002,89 - 121,89,121,74871.55,46.52,6358,1405,0,0.000254494,0.000238718,0,0,0,0,0,0,0,1,1,0,0
15003,89 - 142,89,142,75752.27,47.07,6358,9537,0,0.001707396,0.001601557,0,1,1,0,3,3,0,5,5,0,0
15004,89 - 155,89,155,76929.41,47.80,6358,54661,0,0.009636143,0.009038814,0,6,6,0,18,17,0,31,29,0,0
15005,89 - 164,89,164,78614.51,48.85,6358,19656,0,0.003390865,0.003180671,0,2,2,0,6,6,0,11,10,0,0
15006,89 - 123,89,123,79080.64,49.14,6358,2879,0,0.00049373,0.000463125,0,0,0,0,1,1,0,2,1,0,0
15007,89 - 16,89,16,79475.34,49.38,6358,41097,0,0.007012871,0.006578154,0,4,4,0,13,13,0,22,21,0,0
15008,89 - 130,89,130,82106.81,51.02,6358,1640,0,0.000270884,0.000254092,0,0,0,0,1,0,0,1,1,0,0
15009,89 - 19,89,19,83044.09,51.60,6358,51967,0,0.008486665,0.00796059,0,5,5,0,16,15,0,27,25,0,0
15010,89 - 133,89,133,84052.46,52.23,6358,2160,0,0.000348515,0.000326911,0,0,0,0,1,1,0,1,1,0,0
15011,89 - 139,89,139,84655.23,52.60,6358,3434,0,0.000550129,0.000516027,0,0,0,0,1,1,0,2,2,0,0
15012,89 - 9,89,9,86150.67,53.53,6358,19470,0,0.003064964,0.002874972,0,2,2,0,6,5,0,10,9,0,0
15013,89 - 122,89,122,86917.64,54.01,6358,1368,0,0.00021345,0.000200219,0,0,0,0,0,0,0,1,1,0,0
15014,89 - 20,89,20,88072.08,54.73,6358,35802,0,0.00551299,0.005171248,0,4,3,0,11,10,0,18,16,0,0
15015,89 - 138,89,138,88470.27,54.97,6358,1399,0,0.000214456,0.000201162,0,0,0,0,0,0,0,1,1,0,0
15016,89 - 12,89,12,88546.50,55.02,6358,27774,0,0.004253879,0.003990188,0,3,3,0,8,8,0,14,13,0,0
15017,89 - 2,89,2,88709.33,55.12,6358,144900,0,0.022152217,0.020779037,0,14,13,0,42,40,0,70,66,0,0
15018,89 - 131,89,131,90447.17,56.20,6358,3254,0,0.000487911,0.000457666,0,0,0,0,1,1,0,2,1,0,0
15019,89 - 119,89,119,91293.59,56.73,6358,1641,0,0.000243773,0.000228662,0,0,0,0,0,0,0,1,1,0,0
15020,89 - 120,89,120,92630.35,57.56,6358,1055,0,0.00015446,0.000144886,0,0,0,0,0,0,0,0,0,0,0
15021,89 - 7,89,7,94728.71,58.86,6358,61952,0,0.00886935,0.008319553,0,6,5,0,17,16,0,28,26,0,0
15022,89 - 129,89,129,96308.09,59.84,6358,26974,0,0.0037984,0.003562943,0,2,2,0,7,7,0,12,11,0,0
15023,89 - 3,89,3,96521.97,59.98,6358,17002,0,0.002388867,0.002240785,0,2,1,0,5,4,0,8,7,0,0
15024,89 - 6,89,6,96849.50,60.18,6358,7517,0,0,0.000987355,0,0,1,0,0,2,0,0,3,0,0
15025,89 - 1,89,1,97784.74,60.76,6358,19714,0,0,0.002564661,0,0,2,0,0,5,0,0,8,0,0
15026,89 - 135,89,135,99350.76,61.73,6358,2703,0,0,0.0003461,0,0,0,0,0,1,0,0,1,0,0
15027,89 - 125,89,125,100738.48,62.60,6358,2785,0,0,0.000351687,0,0,0,0,0,1,0,0,1,0,0
15028,89 - 4,89,4,102629.87,63.77,6358,84730,0,0,0.010502429,0,0,7,0,0,20,0,0,33,0,0
15029,89 - 134,89,134,103222.17,64.14,6358,3598,0,0,0.000443419,0,0,0,0,0,1,0,0,1,0,0
15030,89 - 14,89,14,103714.60,64.45,6358,9125,0,0,0.00111923,0,0,1,0,0,2,0,0,4,0,0
15031,89 - 22,89,22,104077.11,64.67,6358,28115,0,0,0.003436443,0,0,2,0,0,7,0,0,11,0,0
15032,89 - 17,89,17,104961.20,65.22,6358,3614,0,0,0.000438012,0,0,0,0,0,1,0,0,1,0,0
15033,89 - 21,89,21,108001.97,67.11,6358,10247,0,0,0.001206956,0,0,1,0,0,2,0,0,4,0,0
15034,89 - 11,89,11,110758.74,68.82,6358,13877,0,0,0.001593837,0,0,1,0,0,3,0,0,5,0,0
15035,89 - 13,89,13,111816.45,69.48,6358,89047,0,0,0.01013071,0,0,6,0,0,19,0,0,32,0,0
15036,89 - 23,89,23,111996.84,69.59,6358,18397,0,0,0.002089621,0,0,1,0,0,4,0,0,7,0,0
15037,89 - 15,89,15,114010.82,70.84,6358,25008,0,0,0.002790353,0,0,2,0,0,5,0,0,9,0,0
15038,89 - 10,89,10,116074.77,72.13,6358,20213,0,0,0.002215232,0,0,1,0,0,4,0,0,7,0,0
15039,89 - 5,89,5,119120.10,74.02,6358,21753,0,0,0.00232306,0,0,1,0,0,4,0,0,7,0,0
15040,89 - 18,89,18,123229.16,76.57,6358,129775,0,0,0.013396886,0,0,9,0,0,26,0,0,43,0,0
15041,89 - 8,89,8,131841.45,81.92,6358,62727,0,0,0.006052417,0,0,4,0,0,12,0,0,19,0,0
15042,90 - 90,90,90,0.00,0.00,72453,72453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15043,90 - 92,90,92,6856.51,4.26,72453,17623,0.040650361,0.025150777,0.024580616,295,182,178,884,547,534,1473,911,890,0,0
15044,90 - 91,90,91,6861.25,4.26,72453,30112,0.069410219,0.042944784,0.041971238,503,311,304,1509,933,912,2514,1556,1520,0,0
15045,90 - 74,90,74,8955.74,5.56,72453,20432,0.036082532,0.022324617,0.021818524,261,162,158,784,485,474,1307,809,790,0,0
15046,90 - 83,90,83,10674.39,6.63,72453,25506,0.037790853,0.023381571,0.022851518,274,169,166,821,508,497,1369,847,828,0,0
15047,90 - 99,90,99,11940.08,7.42,72453,26082,0.034547855,0.021375097,0.020890529,250,155,151,751,465,454,1252,774,757,0,0
15048,90 - 98,90,98,12570.56,7.81,72453,62939,0.079186759,0.048993625,0.047882953,574,355,347,1721,1065,1041,2869,1775,1735,0,0
15049,90 - 95,90,95,13459.20,8.36,72453,43807,0.051476816,0.031849211,0.031127199,373,231,226,1119,692,677,1865,1154,1128,0,0
15050,90 - 93,90,93,13476.53,8.37,72453,20145,0.023641579,0.014627277,0.014295681,171,106,104,514,318,311,856,530,518,0,0
15051,90 - 76,90,76,14675.32,9.12,72453,60032,0.064696754,0.040028516,0.039121081,469,290,283,1406,870,850,2344,1450,1417,0,0
15052,90 - 86,90,86,15268.24,9.49,72453,122587,0.126982177,0.078565119,0.07678407,920,569,556,2760,1708,1669,4600,2846,2782,0,0
15053,90 - 104,90,104,15499.72,9.63,72453,13905,0.014188439,0.008778526,0.00857952,103,64,62,308,191,186,514,318,311,0,0
15054,90 - 73,90,73,17300.84,10.75,72453,18302,0.016730879,0.010351559,0.010116892,121,75,73,364,225,220,606,375,366,0,0
15055,90 - 153,90,153,17662.28,10.97,72453,59540,0.053315009,0.032986519,0.032238724,386,239,234,1159,717,701,1931,1195,1168,0,0
15056,90 - 80,90,80,20021.99,12.44,72453,49998,0.039494152,0.024435419,0.023881475,286,177,173,858,531,519,1431,885,865,0,0
15057,90 - 113,90,113,20947.49,13.02,72453,46146,0.034840899,0.021556406,0.021067728,252,156,153,757,469,458,1262,781,763,0,0
15058,90 - 77,90,77,21146.16,13.14,72453,9665,0.00722866,0.004472443,0.004371054,52,32,32,157,97,95,262,162,158,0,0
15059,90 - 112,90,112,21544.01,13.39,72453,4380,0.0032154,0.001989399,0.0019443,23,14,14,70,43,42,116,72,70,0,0
15060,90 - 75,90,75,21881.33,13.60,72453,21301,0.015396207,0.009525784,0.009309837,112,69,67,335,207,202,558,345,337,0,0
15061,90 - 168,90,168,21970.67,13.65,72453,16649,0.011984837,0.007415136,0.007247037,87,54,53,261,161,158,434,269,263,0,0
15062,90 - 132,90,132,22335.51,13.88,72453,11645,0.008245765,0.005101736,0.004986081,60,37,36,179,111,108,299,185,181,0,0
15063,90 - 147,90,147,24411.50,15.17,72453,29179,0.01890442,0.01169635,0.011431198,137,85,83,411,254,248,685,424,414,0,0
15064,90 - 84,90,84,24983.16,15.52,72453,34491,0.021834624,0.013509296,0.013203044,158,98,96,475,294,287,791,489,478,0,0
15065,90 - 115,90,115,26289.47,16.34,72453,9305,0.005597858,0.00346345,0.003384934,41,25,25,122,75,74,203,125,123,0,0
15066,90 - 78,90,78,26859.59,16.69,72453,10270,0.006047258,0.003741498,0.003656679,44,27,26,131,81,79,219,136,132,0,0
15067,90 - 165,90,165,26982.35,16.77,72453,44535,0.026104123,0.016150877,0.015784741,189,117,114,567,351,343,946,585,572,2,490
15068,90 - 136,90,136,27024.29,16.79,72453,7560,0.004424405,0.002737423,0.002675366,32,20,19,96,60,58,160,99,97,0,0
15069,90 - 94,90,94,27361.04,17.00,72453,24979,0.014438758,0.008933401,0.008730884,105,65,63,314,194,190,523,324,316,0,0
15070,90 - 88,90,88,27937.25,17.36,72453,57699,0.032664204,0.020209663,0.019751516,237,146,143,710,439,429,1183,732,716,0,0
15071,90 - 100,90,100,28535.02,17.73,72453,28760,0.015940359,0.009862457,0.009638878,115,71,70,346,214,210,577,357,349,0,0
15072,90 - 96,90,96,28550.31,17.74,72453,26054,0.014432813,0.008929723,0.008727289,105,65,63,314,194,190,523,323,316,0,0
15073,90 - 166,90,166,29222.11,18.16,72453,108093,0.058502361,0.036195985,0.035375432,424,262,256,1272,787,769,2119,1311,1282,0,0
15074,90 - 106,90,106,29361.47,18.24,72453,7195,0.003875613,0.00239788,0.00234352,28,17,17,84,52,51,140,87,85,0,0
15075,90 - 162,90,162,29400.06,18.27,72453,9790,0.005266496,0.003258433,0.003184565,38,24,23,114,71,69,191,118,115,0,0
15076,90 - 124,90,124,30021.78,18.65,72453,5430,0.002860558,0.001769855,0.001729733,21,13,13,62,38,38,104,64,63,0,0
15077,90 - 128,90,128,32233.83,20.03,72453,6685,0,0.002029382,0.001983377,0,15,14,0,44,43,0,74,72,0,0
15078,90 - 108,90,108,32671.67,20.30,72453,12854,0,0.003849828,0.003762554,0,28,27,0,84,82,0,139,136,0,0
15079,90 - 89,90,89,33757.30,20.98,72453,6358,0,0.001843008,0.001801227,0,13,13,0,40,39,0,67,65,0,0
15080,90 - 79,90,79,34083.09,21.18,72453,5147,0,0.001477711,0.001444212,0,11,10,0,32,31,0,54,52,0,0
15081,90 - 140,90,140,34301.79,21.31,72453,21641,0,0.006173549,0.006033597,0,45,44,0,134,131,0,224,219,0,0
15082,90 - 101,90,101,34417.57,21.39,72453,12876,0,0.003660793,0.003577804,0,27,26,0,80,78,0,133,130,0,0
15083,90 - 110,90,110,34959.80,21.72,72453,8222,0,0.002301351,0.00224918,0,17,16,0,50,49,0,83,81,0,0
15084,90 - 156,90,156,35519.65,22.07,72453,31288,0,0.008619527,0.008424125,0,62,61,0,187,183,0,312,305,0,0
15085,90 - 159,90,159,35629.27,22.14,72453,23691,0,0.006506551,0.006359049,0,47,46,0,141,138,0,236,230,0,0
15086,90 - 71,90,71,35718.32,22.19,72453,29303,0,0.008027779,0.007845792,0,58,57,0,174,171,0,291,284,0,0
15087,90 - 81,90,81,36679.81,22.79,72453,11375,0,0.003034581,0.002965788,0,22,21,0,66,64,0,110,107,0,0
15088,90 - 117,90,117,36898.09,22.93,72453,3624,0,0.000961078,0.000939291,0,7,7,0,21,20,0,35,34,0,0
15089,90 - 56,90,56,36932.53,22.95,72453,4890,0,0.00129561,0.001266239,0,9,9,0,28,28,0,47,46,0,0
15090,90 - 85,90,85,37313.04,23.19,72453,11375,0,0.002983081,0.002915456,0,22,21,0,65,63,0,108,106,0,0
15091,90 - 151,90,151,37478.65,23.29,72453,60940,0,0.015910831,0.015550137,0,115,113,0,346,338,0,576,563,0,0
15092,90 - 145,90,145,37801.19,23.49,72453,5479,0,0.001418307,0.001386154,0,10,10,0,31,30,0,51,50,0,0
15093,90 - 158,90,158,37949.80,23.58,72453,14158,0,0.003650621,0.003567863,0,26,26,0,79,78,0,132,129,0,0
15094,90 - 154,90,154,38137.78,23.70,72453,7731,0,0.001983602,0.001938635,0,14,14,0,43,42,0,72,70,0,0
15095,90 - 55,90,55,40013.62,24.86,72453,3231,0,0.000790139,0.000772227,0,6,6,0,17,17,0,29,28,0,0
15096,90 - 60,90,60,40233.07,25.00,72453,9482,0,0.002306169,0.002253889,0,17,16,0,50,49,0,84,82,0,0
15097,90 - 127,90,127,40322.14,25.06,72453,2262,0,0.000548938,0.000536494,0,4,4,0,12,12,0,20,19,0,0
15098,90 - 137,90,137,40484.01,25.16,72453,34228,0,0.008273178,0.008085627,0,60,59,0,180,176,0,300,293,0,0
15099,90 - 126,90,126,40530.11,25.18,72453,8127,0,0.001962126,0.001917645,0,14,14,0,43,42,0,71,69,0,0
15100,90 - 97,90,97,41644.59,25.88,72453,15743,0,0.003699161,0.003615302,0,27,26,0,80,79,0,134,131,0,0
15101,90 - 144,90,144,41684.13,25.90,72453,6182,0,0.001451218,0.001418319,0,11,10,0,32,31,0,53,51,0,0
15102,90 - 118,90,118,41722.04,25.92,72453,3422,0,0.000802581,0.000784387,0,6,6,0,17,17,0,29,28,0,0
15103,90 - 111,90,111,42502.35,26.41,72453,6370,0,0.001466564,0.001433317,0,11,10,0,32,31,0,53,52,0,0
15104,90 - 102,90,102,43108.59,26.79,72453,4229,0,0.000959949,0.000938187,0,7,7,0,21,20,0,35,34,0,0
15105,90 - 59,90,59,43931.62,27.30,72453,16299,0,0.003630431,0.00354813,0,26,26,0,79,77,0,132,129,0,0
15106,90 - 152,90,152,44050.09,27.37,72453,18106,0,0.004022074,0.003930895,0,29,28,0,87,85,0,146,142,0,0
15107,90 - 82,90,82,44300.58,27.53,72453,44466,0,0.009821844,0.009599186,0,71,70,0,213,209,0,356,348,0,0
15108,90 - 141,90,141,44489.08,27.64,72453,10655,0,0.002343551,0.002290423,0,17,17,0,51,50,0,85,83,0,0
15109,90 - 150,90,150,44535.03,27.67,72453,22216,0,0.004881333,0.004770675,0,35,35,0,106,104,0,177,173,0,0
15110,90 - 87,90,87,44587.17,27.71,72453,2120,0,0.000465265,0.000454717,0,3,3,0,10,10,0,17,16,0,0
15111,90 - 58,90,58,44735.45,27.80,72453,12414,0,0.002715403,0.002653846,0,20,19,0,59,58,0,98,96,1,245
15112,90 - 142,90,142,45057.04,28.00,72453,9537,0,0.002071207,0.002024253,0,15,15,0,45,44,0,75,73,0,0
15113,90 - 69,90,69,45068.73,28.00,72453,14655,0,0.003181888,0.003109755,0,23,23,0,69,68,0,115,113,0,0
15114,90 - 157,90,157,45103.87,28.03,72453,130418,0,0.028294245,0.027652823,0,205,200,0,615,601,0,1025,1002,1,245
15115,90 - 169,90,169,46169.76,28.69,72453,8805,0,0.001866148,0.001823843,0,14,13,0,41,40,0,68,66,0,0
15116,90 - 149,90,149,46919.11,29.15,72453,28699,0,0.005985375,0.005849688,0,43,42,0,130,127,0,217,212,0,0
15117,90 - 25,90,25,47608.98,29.58,72453,15936,0,0.003275404,0.003201151,0,24,23,0,71,70,0,119,116,0,0
15118,90 - 57,90,57,48067.71,29.87,72453,5385,0,0.001096243,0.001071391,0,8,8,0,24,23,0,40,39,0,0
15119,90 - 107,90,107,48147.69,29.92,72453,8988,0,0.001826678,0.001785268,0,13,13,0,40,39,0,66,65,0,0
15120,90 - 161,90,161,48910.05,30.39,72453,13226,0,0.002646091,0.002586105,0,19,19,0,58,56,0,96,94,0,0
15121,90 - 105,90,105,48962.77,30.42,72453,4463,0,0.000891939,0.000871719,0,6,6,0,19,19,0,32,32,0,0
15122,90 - 146,90,146,49289.47,30.63,72453,28005,0,0.005559757,0.005433719,0,40,39,0,121,118,0,201,197,0,0
15123,90 - 163,90,163,49411.01,30.70,72453,16509,0,0.003269425,0.003195309,0,24,23,0,71,69,0,118,116,0,0
15124,90 - 123,90,123,49439.79,30.72,72453,2879,0,0.000569822,0.000556905,0,4,4,0,12,12,0,21,20,0,0
15125,90 - 121,90,121,49483.34,30.75,72453,1405,0,0.000277838,0.00027154,0,2,2,0,6,6,0,10,10,0,0
15126,90 - 67,90,67,50443.34,31.34,72453,10834,0,0.002101645,0.002054001,0,15,15,0,46,45,0,76,74,0,0
